"SEX CRIMES","2018-03-09 04:53:00","18-012251","DISORDERLY CONDUCT:PROSTITUTION","20X","2700 INTERNATIONAL BLVD","Oakland","CA""2700 INTERNATIONAL BLVD, Oakland, CA", 37.7808837, -122.23113219999999
"SEX CRIMES","2018-02-28 17:04:00","18-010682","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-02-28 16:30:00","18-010687","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-02-28 17:24:00","18-010688","DISORDERLY CONDUCT:PROSTITUTION","19X","1900 E 15TH ST","Oakland","CA""1900 E 15TH ST, Oakland, CA", 37.7873092, -122.23993009999998
"SEX CRIMES","2018-02-28 17:42:00","18-010692","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 MARIN WY","Oakland","CA""1700 MARIN WY, Oakland, CA", 37.788125, -122.24271859999999
"SEX CRIMES","2018-02-28 17:42:00","18-010693","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-02-28 18:00:00","18-010695","SUPV/ETC PROSTITUTION","19X","1400 14TH AV","Oakland","CA""1400 14TH AV, Oakland, CA", 37.7893057, -122.24555950000001
"SEX CRIMES","2018-02-28 18:19:00","18-010699","DISORDERLY CONDUCT:PROSTITUTION","19X","17TH AV & MARIN WY","Oakland","CA""17TH AV  MARIN WY, Oakland, CA", 43.4028007, -79.69815719999997
"SEX CRIMES","2018-02-28 15:25:00","18-010654","DISORDERLY CONDUCT:PROSTITUTION","19X","17TH AV & INTERNATIONAL BLVD","Oakland","CA""17TH AV  INTERNATIONAL BLVD, Oakland, CA", 37.7814277, -122.2239429
"SEX CRIMES","2018-02-28 15:40:00","18-010661","LOITER:INTENT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-02-28 15:35:00","18-010662","LOITER:INTENT:PROSTITUTION","19X","1700 INTERNATIONAL BLVD","Oakland","CA""1700 INTERNATIONAL BLVD, Oakland, CA", 37.787847, -122.24274430000003
"SEX CRIMES","2018-02-28 16:11:00","18-010666","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 MARIN WY","Oakland","CA""1700 MARIN WY, Oakland, CA", 37.788125, -122.24271859999999
"SEX CRIMES","2018-02-28 16:39:00","18-010671","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-02-28 16:40:00","18-010672","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-09 05:48:00","18-012256","DISORDERLY CONDUCT:PROSTITUTION","20X","1400 DERBY AV","Oakland","CA""1400 DERBY AV, Oakland, CA", 37.7783507, -122.22736550000002
"SEX CRIMES","2018-03-09 05:50:00","18-012257","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 INTERNATIONAL BLVD","Oakland","CA""1700 INTERNATIONAL BLVD, Oakland, CA", 37.787847, -122.24274430000003
"SEX CRIMES","2018-03-09 05:40:00","18-012258","SUPV/ETC PROSTITUTION","21Y","3200 FRUITVALE AV","Oakland","CA""3200 FRUITVALE AV, Oakland, CA", 37.7971607, -122.21741070000002
"SEX CRIMES","2018-03-09 06:25:00","18-012260","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 E 15TH ST","Oakland","CA""1700 E 15TH ST, Oakland, CA", 37.7886479, -122.24201310000001
"SEX CRIMES","2018-03-09 07:35:00","18-012269","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 E 15TH ST","Oakland","CA""1800 E 15TH ST, Oakland, CA", 37.7879271, -122.24129210000001
"SEX CRIMES","2018-02-28 14:19:00","18-010636","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 INTERNATIONAL BLVD","Oakland","CA""1700 INTERNATIONAL BLVD, Oakland, CA", 37.787847, -122.24274430000003
"SEX CRIMES","2018-03-09 07:45:00","18-012273","DISORDERLY CONDUCT:PROSTITUTION","20X","2400 E 12TH ST","Oakland","CA""2400 E 12TH ST, Oakland, CA", 37.7819375, -122.2351878
"SEX CRIMES","2018-02-28 14:38:00","18-010644","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 INTERNATIONAL BLVD","Oakland","CA""1700 INTERNATIONAL BLVD, Oakland, CA", 37.787847, -122.24274430000003
"SEX CRIMES","2018-02-28 16:50:00","18-010678","LOITER:INTENT:PROSTITUTION","19X","1700 INTERNATIONAL BLVD","Oakland","CA""1700 INTERNATIONAL BLVD, Oakland, CA", 37.787847, -122.24274430000003
"SEX CRIMES","2018-03-06 19:15:00","18-011792","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO","Oakland","CA""1800 EMBARCADERO, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-06 15:52:00","18-011754","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO","Oakland","CA""1800 EMBARCADERO, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-06 16:40:00","18-011764","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO COVE","Oakland","CA""1800 EMBARCADERO COVE, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-06 16:50:00","18-011768","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO","Oakland","CA""1800 EMBARCADERO, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-06 18:30:00","18-011785","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO COVE","Oakland","CA""1800 EMBARCADERO COVE, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-06 19:20:00","18-011793","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO COVE","Oakland","CA""1800 EMBARCADERO COVE, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-06 20:40:00","18-011803","DISORDERLY CONDUCT:PROSTITUTION","19X","1800 EMBARCADERO","Oakland","CA""1800 EMBARCADERO, Oakland, CA", 37.7836298, -122.24314820000001
"SEX CRIMES","2018-03-27 16:34:00","18-015530","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 16:50:00","18-015533","DISORDERLY CONDUCT:PROSTITUTION","05Y","1700 15TH ST","Oakland","CA""1700 15TH ST, Oakland, CA", 37.8133223, -122.29600040000003
"SEX CRIMES","2018-03-27 17:15:00","18-015535","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 19:14:00","18-015568","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 17:26:00","18-015538","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 17:35:00","18-015547","LOITER:INTENT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 17:45:00","18-015548","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 18:15:00","18-015556","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 18:37:00","18-015559","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 15:37:00","18-015517","DISORDERLY CONDUCT:PROSTITUTION","19X","1700 INTERNATIONAL BLVD","Oakland","CA""1700 INTERNATIONAL BLVD, Oakland, CA", 37.787847, -122.24274430000003
"SEX CRIMES","2018-03-27 15:50:00","18-015521","LOITER:INTENT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-27 16:15:00","18-015526","DISORDERLY CONDUCT:PROSTITUTION","19X","1400 17TH AV","Oakland","CA""1400 17TH AV, Oakland, CA", 37.7877245, -122.243153
"SEX CRIMES","2018-03-29 21:55:00","18-015981","LOITER:INTENT:PROSTITUTION","06X","2500 MARTIN LUTHER KING JR W","Oakland","CA""2500 MARTIN LUTHER KING JR W, Oakland, CA", 37.8149933, -122.27213999999998
"SEX CRIMES","2018-04-25 07:50:00","18-020652","LOITER:INTENT:PROSTITUTION","19X","17TH AV & MARIN WY","Oakland","CA""17TH AV  MARIN WY, Oakland, CA", 43.4028007, -79.69815719999997
"SEX CRIMES","2018-05-10 00:07:00","18-023347","LOITER:INTENT:PROSTITUTION","23X","34TH AV & INTERNATIONAL BLVD","Oakland","CA""34TH AV  INTERNATIONAL BLVD, Oakland, CA", 37.77688699999999, -122.224133
